"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
8550,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",79
8551,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","56","Leaside-Bennington",2
8552,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","168","Downtown Yonge East",125
8553,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","121","Oakridge",4
8554,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","30","Brookhaven-Amesbury",31
8555,2015,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","164","Wellington Place",35
8556,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","50","Newtonbrook East",1
8557,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","87","High Park-Swansea",2
8558,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",7
8559,2014,"D23","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","2","Mount Olive-Silverstone-Jamestown",1
8560,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","90","Junction Area",4
8561,2018,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","20","Alderwood",99
8562,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","56","Leaside-Bennington",5
8563,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","66","Danforth",7
8564,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","167","Church-Wellesley",91
8565,2020,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","4","Rexdale-Kipling",5
8566,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","12","Markland Wood",18
8567,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","70","South Riverdale",1
8568,2014,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","94","Wychwood",204
8569,2020,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","168","Downtown Yonge East",2
8570,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","139","Scarborough Village",121
8571,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","88","High Park North",46
8572,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","47","Don Valley Village",69
8573,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","123","Cliffcrest",1
8574,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","37","Willowdale West",11
8575,2015,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","10","Princess-Rosethorn",11
8576,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","49","Bayview Woods-Steeles",11
8577,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","40","St.Andrew-Windfields",34
8578,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","21","Humber Summit",1
8579,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","128","Agincourt South-Malvern West",1
8580,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","99","Mount Pleasant East",43
8581,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","62","East End-Danforth",30
8582,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","22","Humbermede",2
8583,2019,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","74","North St.James Town",11
8584,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",2
8585,2022,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","1","West Humber-Clairville",3
8586,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
8587,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","22","Humbermede",1
8588,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","21","Humber Summit",1
8589,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","39","Bedford Park-Nortown",2
8590,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","100","Yonge-Eglinton",3
8591,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","143","West Rouge",1
8592,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",3
8593,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","68","North Riverdale",6
8594,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","78","Kensington-Chinatown",26
8595,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","114","Lambton Baby Point",1
8596,2014,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","101","Forest Hill South",343
8597,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","83","Dufferin Grove",4
8598,2022,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","106","Humewood-Cedarvale",1
8599,2018,"D31","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","27","York University Heights",2
8600,2017,"D41","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","121","Oakridge",89
8601,2021,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","43","Victoria Village",240
8602,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","106","Humewood-Cedarvale",247
8603,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","13","Etobicoke West Mall",98
8604,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","165","Harbourfront-CityPlace",1
8605,2017,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
8606,2016,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","48","Hillcrest Village",1
8607,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","153","Avondale",19
8608,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",10
8609,2015,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","156","Bendale-Glen Andrew",178
8610,2019,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","84","Little Portugal",8
8611,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","173","North Toronto",4
8612,2020,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","71","Cabbagetown-South St.James Town",6
8613,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","149","Parkwoods-O'Connor Hills",80
8614,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","151","Yonge-Doris",120
8615,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",83
8616,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","152","East Willowdale",19
8617,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","40","St.Andrew-Windfields",237
8618,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","151","Yonge-Doris",12
8619,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","42","Banbury-Don Mills",1
8620,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","40","St.Andrew-Windfields",1
8621,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","142","Woburn North",12
8622,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","34","Bathurst Manor",1
8623,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","174","South Eglinton-Davisville",112
8624,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","29","Maple Leaf",2
8625,2020,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","73","Moss Park",2
8626,2021,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","139","Scarborough Village",4
8627,2016,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","138","Eglinton East",13
8628,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","101","Forest Hill South",2
8629,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","53","Henry Farm",1
8630,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","28","Rustic",2
8631,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","136","West Hill",157
8632,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",1
8633,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","88","High Park North",100
8634,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","32","Englemount-Lawrence",8
8635,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","113","Weston",9
8636,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","86","Roncesvalles",47
8637,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","39","Bedford Park-Nortown",18
8638,2016,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","162","West Queen West",2
8639,2018,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","11","Eringate-Centennial-West Deane",1
8640,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","19","Long Branch",52
8641,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",15
8642,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","140","Guildwood",3
8643,2022,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","4","Rexdale-Kipling",3
8644,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","23","Pelmo Park-Humberlea",360
8645,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","90","Junction Area",1
8646,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","110","Keelesdale-Eglinton West",11
8647,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","172","Dovercourt Village",1
8648,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","37","Willowdale West",31
8649,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","165","Harbourfront-CityPlace",160
8650,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","139","Scarborough Village",64
8651,2015,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","100","Yonge-Eglinton",1
8652,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","144","Morningside Heights",4
8653,2014,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","NSA","NSA",2
8654,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",269
8655,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","61","Taylor-Massey",3
8656,2022,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","103","Lawrence Park South",4
8657,2020,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","36","Newtonbrook West",4
8658,2022,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",1
8659,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","154","Oakdale-Beverley Heights",131
8660,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","5","Elms-Old Rexdale",59
8661,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","114","Lambton Baby Point",2
8662,2021,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","120","Clairlea-Birchmount",41
8663,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","113","Weston",163
8664,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","123","Cliffcrest",19
8665,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","140","Guildwood",53
8666,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","87","High Park-Swansea",54
8667,2022,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","133","Centennial Scarborough",2
8668,2020,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","54","O'Connor-Parkview",23
8669,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",1
8670,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","168","Downtown Yonge East",76
8671,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","119","Wexford/Maryvale",25
8672,2022,"D14","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","81","Trinity-Bellwoods",2
8673,2021,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","7","Willowridge-Martingrove-Richview",10
8674,2020,"D42","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","53","Henry Farm",2
8675,2022,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","101","Forest Hill South",141
8676,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","148","East L'Amoreaux",1
8677,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","167","Church-Wellesley",53
8678,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","63","The Beaches",32
8679,2017,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","24","Black Creek",37
8680,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","171","Junction-Wallace Emerson",1
8681,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","65","Greenwood-Coxwell",115
8682,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","18","New Toronto",1
8683,2015,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","167","Church-Wellesley",12
8684,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","121","Oakridge",3
8685,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","36","Newtonbrook West",22
8686,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","126","Dorset Park",386
8687,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",96
8688,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","38","Lansing-Westgate",1
8689,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","49","Bayview Woods-Steeles",12
8690,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","108","Briar Hill-Belgravia",5
8691,2020,"D32","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
8692,2019,"D12","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","90","Junction Area",1
8693,2016,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","71","Cabbagetown-South St.James Town",2
8694,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",1
8695,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","163","Fort York-Liberty Village",363
8696,2018,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","16","Stonegate-Queensway",4
8697,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","90","Junction Area",1
8698,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","126","Dorset Park",3
8699,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","48","Hillcrest Village",25
8700,2020,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","118","Tam O'Shanter-Sullivan",139
8701,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","162","West Queen West",49
8702,2021,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","139","Scarborough Village",17
8703,2019,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","12","Markland Wood",13
8704,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","152","East Willowdale",5
8705,2018,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","126","Dorset Park",15
8706,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","63","The Beaches",62
8707,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","36","Newtonbrook West",4
8708,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","152","East Willowdale",3
8709,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","171","Junction-Wallace Emerson",1
8710,2021,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",1615
8711,2021,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","144","Morningside Heights",66
8712,2016,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","126","Dorset Park",34
8713,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","156","Bendale-Glen Andrew",5
8714,2014,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","120","Clairlea-Birchmount",1
8715,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",22
8716,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","171","Junction-Wallace Emerson",1
8717,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",8
8718,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","74","North St.James Town",8
8719,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","41","Bridle Path-Sunnybrook-York Mills",23
8720,2022,"D42","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","146","Malvern East",9
8721,2022,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","NSA","NSA",1
8722,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","159","Etobicoke City Centre",304
8723,2018,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","161","Humber Bay Shores",8
8724,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","46","Pleasant View",2
8725,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","126","Dorset Park",2
8726,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","1","West Humber-Clairville",4
8727,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","7","Willowridge-Martingrove-Richview",2
8728,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","119","Wexford/Maryvale",26
8729,2015,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","140","Guildwood",39
8730,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","5","Elms-Old Rexdale",11
8731,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","3","Thistletown-Beaumond Heights",3
8732,2016,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","164","Wellington Place",6
8733,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","151","Yonge-Doris",4
8734,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","9","Edenbridge-Humber Valley",21
8735,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","161","Humber Bay Shores",1
8736,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","12","Markland Wood",3
8737,2022,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","83","Dufferin Grove",8
8738,2015,"D23","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","1","West Humber-Clairville",1
8739,2022,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","146","Malvern East",5
8740,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","57","Broadview North",4
8741,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","53","Henry Farm",1
8742,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","165","Harbourfront-CityPlace",191
8743,2018,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",3887
8744,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","65","Greenwood-Coxwell",699
8745,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","37","Willowdale West",16
8746,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","31","Yorkdale-Glen Park",87
8747,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","85","South Parkdale",609
8748,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","27","York University Heights",1
8749,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","139","Scarborough Village",3
8750,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","64","Woodbine Corridor",13
8751,2014,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","92","Corso Italia-Davenport",1
8752,2020,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",38
8753,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","13","Etobicoke West Mall",1
8754,2014,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",5450
8755,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","50","Newtonbrook East",1
8756,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","102","Forest Hill North",9
8757,2017,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","171","Junction-Wallace Emerson",1
8758,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","8","Humber Heights-Westmount",1
8759,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","53","Henry Farm",15
8760,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","70","South Riverdale",71
8761,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","37","Willowdale West",28
8762,2020,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","119","Wexford/Maryvale",12
8763,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","143","West Rouge",9
8764,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","28","Rustic",98
8765,2016,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","1","West Humber-Clairville",21
8766,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","78","Kensington-Chinatown",143
8767,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","109","Caledonia-Fairbank",23
8768,2014,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","109","Caledonia-Fairbank",7
8769,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","121","Oakridge",143
8770,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","171","Junction-Wallace Emerson",1
8771,2019,"NSA","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","49","Bayview Woods-Steeles",1
8772,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","59","Danforth East York",150
8773,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",714
8774,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","33","Clanton Park",38
8775,2014,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",347
8776,2020,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","133","Centennial Scarborough",1
8777,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",2
8778,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","32","Englemount-Lawrence",85
8779,2021,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","11","Eringate-Centennial-West Deane",5
8780,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","78","Kensington-Chinatown",12
8781,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",370
8782,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","42","Banbury-Don Mills",118
8783,2021,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","112","Beechborough-Greenbrook",25
8784,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","97","Yonge-St.Clair",2
8785,2022,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","142","Woburn North",1
8786,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","9","Edenbridge-Humber Valley",3
8787,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","NSA","NSA",1
8788,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","34","Bathurst Manor",4
8789,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","60","Woodbine-Lumsden",62
8790,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","118","Tam O'Shanter-Sullivan",1
8791,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","68","North Riverdale",3
8792,2017,"D51","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","73","Moss Park",13
8793,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","149","Parkwoods-O'Connor Hills",5
8794,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","95","Annex",38
