"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
244,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","13","Etobicoke West Mall",4
245,2015,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","169","Bay-Cloverhill",2
246,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",229
247,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","18","New Toronto",49
248,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","101","Forest Hill South",70
249,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","8","Humber Heights-Westmount",53
250,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","56","Leaside-Bennington",414
251,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","70","South Riverdale",225
252,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","142","Woburn North",1
253,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","70","South Riverdale",11
254,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","28","Rustic",1
255,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","130","Milliken",1
256,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","161","Humber Bay Shores",200
257,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","116","Steeles",356
258,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","53","Henry Farm",52
259,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","151","Yonge-Doris",316
260,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","66","Danforth",8
261,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","126","Dorset Park",549
262,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",1
263,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","145","Malvern West",246
264,2022,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","84","Little Portugal",2
265,2019,"D41","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","120","Clairlea-Birchmount",1
266,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","121","Oakridge",5
267,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","79","University",13
268,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","44","Flemingdon Park",35
269,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","64","Woodbine Corridor",51
270,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","50","Newtonbrook East",409
271,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",6
272,2020,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","9","Edenbridge-Humber Valley",3
273,2017,"NSA","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",6
274,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","9","Edenbridge-Humber Valley",2
275,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","55","Thorncliffe Park",55
276,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","118","Tam O'Shanter-Sullivan",2
277,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",1
278,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","171","Junction-Wallace Emerson",353
279,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","136","West Hill",58
280,2021,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","172","Dovercourt Village",8
281,2018,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","119","Wexford/Maryvale",850
282,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","94","Wychwood",26
283,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","157","Bendale South",96
284,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","126","Dorset Park",1
285,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","146","Malvern East",32
286,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","163","Fort York-Liberty Village",67
287,2019,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","123","Cliffcrest",6
288,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",6
289,2014,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","87","High Park-Swansea",1
290,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","103","Lawrence Park South",12
291,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","56","Leaside-Bennington",28
292,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","85","South Parkdale",4
293,2016,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","148","East L'Amoreaux",14
294,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","23","Pelmo Park-Humberlea",19
295,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","44","Flemingdon Park",4
296,2019,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","1","West Humber-Clairville",2
297,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","19","Long Branch",1
298,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","18","New Toronto",23
299,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","119","Wexford/Maryvale",13
300,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","63","The Beaches",11
301,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","145","Malvern West",181
302,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","138","Eglinton East",1
303,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","141","Golfdale-Cedarbrae-Woburn",11
304,2015,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","165","Harbourfront-CityPlace",214
305,2018,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",21
306,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","149","Parkwoods-O'Connor Hills",1
307,2022,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","32","Englemount-Lawrence",2
